,sentence,aspect,ground_truth,predict_label,result
595,I re-seated the aspect_term inside and re-installed the aspect_term.,"""WLAN"" card",neutral,positive,False
596,I re-seated the aspect_term inside and re-installed the aspect_term.,LAN device drivers,neutral,positive,False
597,"This by far beats any computer out on the market today aspect_term well, aspect_term AMAZING.",built,positive,positive,True
598,"This by far beats any computer out on the market today aspect_term well, aspect_term AMAZING.",battery life,positive,positive,True
599,"The aspect_term is easy, and offers all kinds of surprises.",OS,positive,positive,True
600,I had to get aspect_term to correct the problem.,Apple Customer Support,neutral,negative,False
601,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,Firewire 800,positive,positive,True
602,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,USB3,negative,negative,True
603,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,USB3,neutral,neutral,True
604,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,MAC OS,negative,neutral,False
605,A veryimportant feature is aspect_term which in my experience works better then aspect_term ( in PC enabled with aspect_term ) I was not originally sold on the aspect_term I felt it was inferior in many ways To aspect_term.,Windows 7,positive,neutral,False
606,"I like aspect_term, the apparent aspect_term, the aspect_term, all the nice aspect_term.",iTunes,positive,positive,True
607,"I like aspect_term, the apparent aspect_term, the aspect_term, all the nice aspect_term.",security,positive,positive,True
608,"I like aspect_term, the apparent aspect_term, the aspect_term, all the nice aspect_term.",Mini form factor,positive,positive,True
609,"I like aspect_term, the apparent aspect_term, the aspect_term, all the nice aspect_term.",graphics stuff,positive,positive,True
610,The first time I used the aspect_term it took half an hour and a pair of tweezers to aspect_term.,card reader,negative,neutral,False
611,The first time I used the aspect_term it took half an hour and a pair of tweezers to aspect_term.,remove the card,negative,neutral,False
612,"After replacing the aspect_term with an aspect_term, my mac is just flying.",spinning hard disk,neutral,neutral,True
613,"After replacing the aspect_term with an aspect_term, my mac is just flying.",ssd drive,positive,neutral,False
614,I know some people complained about aspect_term issues but they released a aspect_term to address that issue.,HDMI,neutral,negative,False
615,I know some people complained about aspect_term issues but they released a aspect_term to address that issue.,firmware patch,neutral,neutral,True
616,With the needs of a professional photographer I generally need to keep up with the best aspect_term.,specs,neutral,neutral,True
617,aspect_term and everything was perfect,packing,positive,positive,True
618,I called Toshiba where I gave them the serial number and they informed me that they were having issues with the aspect_term.,mother boards,neutral,neutral,True
619,"I seem to be having repeat problems as the aspect_term in this one is diagnosed as faulty, related to the aspect_term.",Mother Board,negative,negative,True
620,"I seem to be having repeat problems as the aspect_term in this one is diagnosed as faulty, related to the aspect_term.",graphics card,negative,negative,True
621,It also comes with aspect_term but if you're like me you want to max that out so I immediately put aspect_term in her and I've never used a computer that aspect_term better.,4G of RAM,neutral,positive,False
622,It also comes with aspect_term but if you're like me you want to max that out so I immediately put aspect_term in her and I've never used a computer that aspect_term better.,8G of RAM,neutral,neutral,True
623,It also comes with aspect_term but if you're like me you want to max that out so I immediately put aspect_term in her and I've never used a computer that aspect_term better.,performs,positive,neutral,False
624,This computer is also awesome for my sons aspect_term.,virtual home schooling,positive,positive,True
625,aspect_term is more as compared to other brands.,Cost,negative,positive,False
626,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,operating system,positive,positive,True
627,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,size,positive,positive,True
628,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,weight,positive,positive,True
629,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,mobility,positive,positive,True
630,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,durability of the battery,positive,positive,True
631,also...- excellent aspect_term - aspect_term and aspect_term for optimal aspect_term - excellent aspect_term - the aspect_term is unmatched by any other brand-,functions provided by the trackpad,positive,positive,True
632,This aspect_term seems to be better than the iMac in that it isn't $1400 and smaller.,hardware,positive,negative,False
633,I've had it for about 2 months now and found no issues with aspect_term or aspect_term.,software,neutral,negative,False
634,I've had it for about 2 months now and found no issues with aspect_term or aspect_term.,updates,neutral,negative,False
635,the latest version does not have a aspect_term.,disc drive,neutral,neutral,True
636,aspect_term - although some people might complain about low aspect_term which I think is ridiculous.,Screen,positive,positive,True
637,aspect_term - although some people might complain about low aspect_term which I think is ridiculous.,res,positive,positive,True
